Timestamp,Coder initials:,Article ID:,Please flag any of the following issues that prevent you from coding this article:,How many times has the article been cited in a meta-analysis?,"How many times was the article cited *incidentally* in a meta-analysis (i.e., no intention to include in data synthesis)?",How many times has the article been explicitly excluded from a meta-analysis?,How many times has the article been cited in a systematic review?,"How many times was the article cited *incidentally* in a systematic review (i.e., no intention to include in formal review)?",How many times has the article been explicitly excluded from a systematic review?,How many times has the article been cited in a replication study?,Does the article state whether or not materials are available?,Please copy and paste the materials availability statement here:,How does the statement indicate the materials are available?,"Can you access, download, and open the materials files?",Does the article state whether or not data are available?,Please copy and paste the data availability statement here:,How does the statement indicate the data are available?,"Can you access, download, and open the data files?",Are the data files clearly documented?,Do the data files appear to contain all of the raw data necessary to reproduce the reported findings?,Does the article state whether or not analysis scripts are available?,Please copy and paste the analysis script availability statement here:,How does the statement indicate the analysis scripts are available?,"Can you access, download, and open the analysis files?",Does the article state whether or not the study (or some aspect of the study) was pre-registered?,Please copy and paste the pre-registration statement here:,Where does the article indicate the pre-registration is located?,Can you access and open the pre-registration?,What aspects of the study appear to be pre-registered? (select all that apply),Does the article link to an accessible protocol?,What aspects of the study appear to be included in the protocol? (select all that apply),Does the article claim to report a replication study or novel study?,Does the article include a statement indicating whether there were any conflicts of interest?,"Please copy and paste the conflict of interest statement here (enter ""none"" if there was no statement):",conflictType,Does the article include a statement indicating whether there were funding sources?,"Please copy and paste the funding statement here (enter ""none"" if there was no statement):",Is the article open access?,What is the 2017 journal impact factor? (skip if you cannot identify),What is the journal impact factor for the article's year of publication? (skip if you cannot identify),Which country is the corresponding author based in according to their affiliation?,Does the study include human or animal subjects?,What type of study is being reported?
9/13/19,JK/TH,OQBeD,There are no issues,1,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from both public and private organizations,"This research was supported by the BBSRC [grant number BB/L02263X/1]. A.N.T. is supported by a Cambridge Commonwealth Trust scholarship, R.N.H. by the UK Medical Research Council programme grant MC-A060-5PR10, and J.S.S. by a James S. McDonnell Foundation Scholar award.",Yes - found via Open Access Button,2.361,2.725,United Kingdom,Human,Empirical data - laboratory study
9/13/19,JK/TH,eGlOi,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,3.78,2.591,United Kingdom,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,AlLuE,There are no issues,1,0,0,2,4,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,All authors declare that they have no conflicts of interest.,NA,Yes - the statement says that there was funding from a public organization(s),"""Funding for this study was provided by NIAAA Grant This work was supported by NIDA grant #DA026450. NIDA had no role in the study design, collection, analysis or interpretation of the data, writing the manuscript, or the decision to submit the paper for publication.""",Yes - found via Open Access Button,2.686,2.764,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,SKltL,There are no issues,0,0,0,1,1,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors declare that they have no conflict of interest.,NA,No - there is no funding statement,none,Yes - found article via other means,1.82,1.63,Belgium,Human,Empirical data - field study
9/13/19,JK/TH,HCwAv,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"This research was supported by a Career Development Award–2 (CDA 08-004) to Dr. Cucciare, and by a Senior Research Career Scientist Award (RCS 00-001) to Dr. Timko, by the Department of Veterans Affairs (VA) Health Services Research and Development (HSR&D) Service.",No - could not access article other than through paywall,1.762,2.123,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,wMHGK,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"""Funding was provided by the NCN, project NN106362340: “The motivational role of affect and its cognitive effects depending on regulatory focus”.""",Yes - found article via other means,NA,NA,Poland,Human,Empirical data - laboratory study
9/13/19,JK/TH,hiSzu,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,NA,NA,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,rIDhC,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",NA,Yes - the statement says that there was funding from a public organization(s),"""The author(s) disclosed receipt of the following financial support for
the research, authorship, and/or publication of this article: This
research was supported by the Institute for Research on Women and
Gender (IRWG), the Office of the Vice President for Research
(OVPR), and the Department of Obstetrics and Gynecology at the
University of Michigan, Ann Arbor.""",No - could not access article other than through paywall,2.973,2.397,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,BNDMz,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - the statement says that there is no conflict of interest,Disclosures: Authors have nothing to disclose.,NA,Yes - the statement says that there was funding from a public organization(s),Funding/Support the National Institute on Aging (K01AG042498 and 1RF1AG051514-01) and the Emory Alzheimer’s Disease Research Center (NIH-NIA 5 P50 AG025688) supports this project.,Yes - found via Open Access Button,3.476,3.476,United States of America,Human,Protocol for a clinical trial (not yet conducted)
9/13/19,JK/TH,EamgN,Article is not English language,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742,0.393,Germany,Human,Empirical data - field study
9/13/19,JK/TH,FXaVs,I cannot access the full text,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Romania,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,EmPjm,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,0.538,0.538,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,wKrjq,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"This work was supported by China Postdoctoral Science Foundation [grant
number 2014M550636].",No - could not access article other than through paywall,1.967,1.946,China,Human,Empirical data - survey/interview
9/13/19,JK/TH,sbMUu,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"We gratefully acknowledge the support provided by the NIMH (F31-MH011747, R03- MH067797, R01-MH075750) and the Penn State Children, Youth and Family Consortium to Kristin Buss",Yes - found via Open Access Button,4.673,5.255,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,hPKVU,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,3.553,2.64,Italy,Human,Empirical data - laboratory study
9/13/19,JK/TH,ZfTca,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),This research was supported by Natural Sciences and Engineering Research Council of Canada (NSERC) (RT735872). K Murias was supported by Alberta Innovates e Health Solutions (AI-HS).,No - could not access article other than through paywall,3.536,3.435,Canada,Human,Empirical data - laboratory study
9/15/19,JK/TH,HdNmC,There are no issues,1,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,Yes - the statement says that there was a pre-registration,The trial was registered with ClinicalTrials.gov (identifier NCT02147080).,ClinicalTrials.gov,Yes,"Hypotheses, Methods",No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there are one or more conflicts of interest,"LR is an equity holder of BeHealth Solutions, Inc, which developed the data management system and helped develop the intervention described in this paper. LR’s conflict of interest (COI) is being managed by a COI committee at the University of Virginia, in accordance with their respective conflict of interest policies.","Industry equity holder; Ownership of relevant commercial products, patents, or procedures",Yes - the statement says that there was funding from a public organization(s),"This work was funded by R01CA154928 (CH); T32CA009035 (SD); and P30CA006927 (Cancer Center Support Grant). The study sponsor had no role in study design; collection, analysis, or interpretation of data; writing the report; or the decision to submit the report for publication.",No - could not access article other than through paywall,3.177,3.177,United States of America,Human,Empirical data - clinical trial
